preset_id,day,shop1,shop2,shop3,variant,workers_total,cash_min_after_mandatory_finance,buy_sw_today,sw_owned_end,capacity_clamped,wheat_seed_count,next_day_hire_reserve,C,S,G,ST,CR,T,M
D10|YARN_STORE+BRUNCH_SPOT+PET_CAFE|HIGH,10,YARN_STORE,BRUNCH_SPOT,PET_CAFE,HIGH,12,648,False,True,False,0,88,2,8,1,24,18,0,12
D10|YARN_STORE+BRUNCH_SPOT+SMOOTHIE_SHOP|LOW,10,YARN_STORE,BRUNCH_SPOT,SMOOTHIE_SHOP,LOW,11,1488,False,True,False,0,88,3,8,1,32,0,0,12
D10|YARN_STORE+BRUNCH_SPOT+SMOOTHIE_SHOP|BASE,10,YARN_STORE,BRUNCH_SPOT,SMOOTHIE_SHOP,BASE,11,1888,False,True,False,0,88,4,8,1,32,0,0,12
D10|YARN_STORE+BRUNCH_SPOT+SMOOTHIE_SHOP|HIGH,10,YARN_STORE,BRUNCH_SPOT,SMOOTHIE_SHOP,HIGH,12,2288,False,True,False,0,88,5,8,1,32,0,0,12
D10|YARN_STORE+BRUNCH_SPOT+FARMERS_MARKET|LOW,10,YARN_STORE,BRUNCH_SPOT,FARMERS_MARKET,LOW,11,1008,False,True,False,0,88,2,8,1,30,6,0,12
D10|YARN_STORE+BRUNCH_SPOT+FARMERS_MARKET|BASE,10,YARN_STORE,BRUNCH_SPOT,FARMERS_MARKET,BASE,11,1208,False,True,False,0,88,2,8,1,32,6,0,12
D10|YARN_STORE+BRUNCH_SPOT+FARMERS_MARKET|HIGH,10,YARN_STORE,BRUNCH_SPOT,FARMERS_MARKET,HIGH,12,1408,False,True,False,0,88,2,8,1,34,6,0,12
D10|YARN_STORE+YARN_STORE+BAKERY|LOW,10,YARN_STORE,YARN_STORE,BAKERY,LOW,11,1188,False,False,False,10,88,2,13,1,0,0,0,12
D10|YARN_STORE+YARN_STORE+BAKERY|BASE,10,YARN_STORE,YARN_STORE,BAKERY,BASE,11,1188,False,False,False,10,88,2,13,1,0,0,0,12
D10|YARN_STORE+YARN_STORE+BAKERY|HIGH,10,YARN_STORE,YARN_STORE,BAKERY,HIGH,12,3728,True,True,False,34,88,2,13,2,0,0,0,12
D10|YARN_STORE+YARN_STORE+PIZZA_SHOP|LOW,10,YARN_STORE,YARN_STORE,PIZZA_SHOP,LOW,11,1818,False,False,False,3,88,3,13,1,0,0,6,12
D10|YARN_STORE+YARN_STORE+PIZZA_SHOP|BASE,10,YARN_STORE,YARN_STORE,PIZZA_SHOP,BASE,11,2208,False,False,False,2,88,4,13,1,0,0,6,12
D10|YARN_STORE+YARN_STORE+PIZZA_SHOP|HIGH,10,YARN_STORE,YARN_STORE,PIZZA_SHOP,HIGH,12,2608,False,False,False,2,88,5,13,1,0,0,6,12
D10|YARN_STORE+YARN_STORE+BRUNCH_SPOT|LOW,10,YARN_STORE,YARN_STORE,BRUNCH_SPOT,LOW,11,2288,False,False,False,0,88,2,13,1,12,0,0,12
D10|YARN_STORE+YARN_STORE+BRUNCH_SPOT|BASE,10,YARN_STORE,YARN_STORE,BRUNCH_SPOT,BASE,11,2288,False,False,False,0,88,2,13,1,12,0,0,12
D10|YARN_STORE+YARN_STORE+BRUNCH_SPOT|HIGH,10,YARN_STORE,YARN_STORE,BRUNCH_SPOT,HIGH,12,4828,True,True,False,24,88,2,13,2,12,0,0,12
D10|YARN_STORE+YARN_STORE+YARN_STORE|LOW,10,YARN_STORE,YARN_STORE,YARN_STORE,LOW,11,1678,False,False,False,9,88,2,14,1,0,0,0,12
D10|YARN_STORE+YARN_STORE+YARN_STORE|BASE,10,YARN_STORE,YARN_STORE,YARN_STORE,BASE,11,2168,False,False,False,8,88,2,15,1,0,0,0,12
D10|YARN_STORE+YARN_STORE+YARN_STORE|HIGH,10,YARN_STORE,YARN_STORE,YARN_STORE,HIGH,11,2168,False,False,True,8,88,2,15,1,0,0,0,12
D10|YARN_STORE+YARN_STORE+ICE_CREAM_SHOP|LOW,10,YARN_STORE,YARN_STORE,ICE_CREAM_SHOP,LOW,11,2688,False,False,False,0,88,3,13,1,12,0,0,12
D10|YARN_STORE+YARN_STORE+ICE_CREAM_SHOP|BASE,10,YARN_STORE,YARN_STORE,ICE_CREAM_SHOP,BASE,11,3088,False,False,False,0,88,4,13,1,12,0,0,12
D10|YARN_STORE+YARN_STORE+ICE_CREAM_SHOP|HIGH,10,YARN_STORE,YARN_STORE,ICE_CREAM_SHOP,HIGH,12,3488,False,False,False,0,88,5,13,1,12,0,0,12
D10|YARN_STORE+YARN_STORE+PET_CAFE|LOW,10,YARN_STORE,YARN_STORE,PET_CAFE,LOW,11,1288,False,False,False,0,88,2,13,1,0,10,0,12
D10|YARN_STORE+YARN_STORE+PET_CAFE|BASE,10,YARN_STORE,YARN_STORE,PET_CAFE,BASE,11,1368,False,False,False,0,88,2,13,1,0,14,0,12
D10|YARN_STORE+YARN_STORE+PET_CAFE|HIGH,10,YARN_STORE,YARN_STORE,PET_CAFE,HIGH,12,1448,False,False,False,0,88,2,13,1,0,18,0,12
D10|YARN_STORE+YARN_STORE+SMOOTHIE_SHOP|LOW,10,YARN_STORE,YARN_STORE,SMOOTHIE_SHOP,LOW,11,2688,False,False,False,0,88,3,13,1,12,0,0,12
D10|YARN_STORE+YARN_STORE+SMOOTHIE_SHOP|BASE,10,YARN_STORE,YARN_STORE,SMOOTHIE_SHOP,BASE,11,3088,False,False,False,0,88,4,13,1,12,0,0,12
D10|YARN_STORE+YARN_STORE+SMOOTHIE_SHOP|HIGH,10,YARN_STORE,YARN_STORE,SMOOTHIE_SHOP,HIGH,12,3488,False,False,False,0,88,5,13,1,12,0,0,12
D10|YARN_STORE+YARN_STORE+FARMERS_MARKET|LOW,10,YARN_STORE,YARN_STORE,FARMERS_MARKET,LOW,11,4458,True,True,False,25,88,2,13,1,10,6,0,12
D10|YARN_STORE+YARN_STORE+FARMERS_MARKET|BASE,10,YARN_STORE,YARN_STORE,FARMERS_MARKET,BASE,11,4638,True,True,False,23,88,2,13,1,12,6,0,12
D10|YARN_STORE+YARN_STORE+FARMERS_MARKET|HIGH,10,YARN_STORE,YARN_STORE,FARMERS_MARKET,HIGH,12,4838,True,True,False,23,88,2,13,1,14,6,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+BAKERY|LOW,10,YARN_STORE,ICE_CREAM_SHOP,BAKERY,LOW,11,768,False,True,False,8,88,7,8,1,24,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+BAKERY|BASE,10,YARN_STORE,ICE_CREAM_SHOP,BAKERY,BASE,11,768,False,True,False,8,88,7,8,1,24,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+BAKERY|HIGH,10,YARN_STORE,ICE_CREAM_SHOP,BAKERY,HIGH,12,1068,False,True,False,8,88,7,8,2,24,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+PIZZA_SHOP|LOW,10,YARN_STORE,ICE_CREAM_SHOP,PIZZA_SHOP,LOW,11,1398,False,True,False,1,88,8,8,1,24,0,6,12
D10|YARN_STORE+ICE_CREAM_SHOP+PIZZA_SHOP|BASE,10,YARN_STORE,ICE_CREAM_SHOP,PIZZA_SHOP,BASE,11,1788,False,True,False,0,88,9,8,1,24,0,6,12
D10|YARN_STORE+ICE_CREAM_SHOP+PIZZA_SHOP|HIGH,10,YARN_STORE,ICE_CREAM_SHOP,PIZZA_SHOP,HIGH,12,1988,False,True,False,0,88,9,8,1,26,0,6,12
D10|YARN_STORE+ICE_CREAM_SHOP+BRUNCH_SPOT|LOW,10,YARN_STORE,ICE_CREAM_SHOP,BRUNCH_SPOT,LOW,11,1488,False,True,False,0,88,7,8,1,32,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+BRUNCH_SPOT|BASE,10,YARN_STORE,ICE_CREAM_SHOP,BRUNCH_SPOT,BASE,11,1488,False,True,False,0,88,7,8,1,32,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+BRUNCH_SPOT|HIGH,10,YARN_STORE,ICE_CREAM_SHOP,BRUNCH_SPOT,HIGH,12,1788,False,True,False,0,88,7,8,2,32,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+YARN_STORE|LOW,10,YARN_STORE,ICE_CREAM_SHOP,YARN_STORE,LOW,11,2728,False,True,False,4,88,7,12,1,24,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+YARN_STORE|BASE,10,YARN_STORE,ICE_CREAM_SHOP,YARN_STORE,BASE,11,3218,False,True,False,3,88,7,13,1,24,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+YARN_STORE|HIGH,10,YARN_STORE,ICE_CREAM_SHOP,YARN_STORE,HIGH,12,3418,False,True,False,3,88,7,13,1,26,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+ICE_CREAM_SHOP|LOW,10,YARN_STORE,ICE_CREAM_SHOP,ICE_CREAM_SHOP,LOW,11,1888,False,True,False,0,88,8,8,1,32,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+ICE_CREAM_SHOP|BASE,10,YARN_STORE,ICE_CREAM_SHOP,ICE_CREAM_SHOP,BASE,11,2288,False,True,False,0,88,9,8,1,32,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+ICE_CREAM_SHOP|HIGH,10,YARN_STORE,ICE_CREAM_SHOP,ICE_CREAM_SHOP,HIGH,12,2488,False,True,False,0,88,9,8,1,34,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+PET_CAFE|LOW,10,YARN_STORE,ICE_CREAM_SHOP,PET_CAFE,LOW,11,888,False,True,False,0,88,7,8,1,24,10,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+PET_CAFE|BASE,10,YARN_STORE,ICE_CREAM_SHOP,PET_CAFE,BASE,11,968,False,True,False,0,88,7,8,1,24,14,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+PET_CAFE|HIGH,10,YARN_STORE,ICE_CREAM_SHOP,PET_CAFE,HIGH,12,1048,False,True,False,0,88,7,8,1,24,18,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+SMOOTHIE_SHOP|LOW,10,YARN_STORE,ICE_CREAM_SHOP,SMOOTHIE_SHOP,LOW,11,1888,False,True,False,0,88,8,8,1,32,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+SMOOTHIE_SHOP|BASE,10,YARN_STORE,ICE_CREAM_SHOP,SMOOTHIE_SHOP,BASE,11,2288,False,True,False,0,88,9,8,1,32,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+SMOOTHIE_SHOP|HIGH,10,YARN_STORE,ICE_CREAM_SHOP,SMOOTHIE_SHOP,HIGH,12,2488,False,True,False,0,88,9,8,1,34,0,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+FARMERS_MARKET|LOW,10,YARN_STORE,ICE_CREAM_SHOP,FARMERS_MARKET,LOW,11,1408,False,True,False,0,88,7,8,1,30,6,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+FARMERS_MARKET|BASE,10,YARN_STORE,ICE_CREAM_SHOP,FARMERS_MARKET,BASE,11,1608,False,True,False,0,88,7,8,1,32,6,0,12
D10|YARN_STORE+ICE_CREAM_SHOP+FARMERS_MARKET|HIGH,10,YARN_STORE,ICE_CREAM_SHOP,FARMERS_MARKET,HIGH,12,1808,False,True,False,0,88,7,8,1,34,6,0,12
D10|YARN_STORE+PET_CAFE+BAKERY|LOW,10,YARN_STORE,PET_CAFE,BAKERY,LOW,11,198,False,False,False,11,88,2,8,1,0,14,0,12
D10|YARN_STORE+PET_CAFE+BAKERY|BASE,10,YARN_STORE,PET_CAFE,BAKERY,BASE,11,198,False,False,False,11,88,2,8,1,0,14,0,12
D10|YARN_STORE+PET_CAFE+BAKERY|HIGH,10,YARN_STORE,PET_CAFE,BAKERY,HIGH,12,2738,True,True,False,35,88,2,8,2,0,14,0,12
D10|YARN_STORE+PET_CAFE+PIZZA_SHOP|LOW,10,YARN_STORE,PET_CAFE,PIZZA_SHOP,LOW,11,3078,True,True,False,29,88,3,8,1,0,14,6,12
D10|YARN_STORE+PET_CAFE+PIZZA_SHOP|BASE,10,YARN_STORE,PET_CAFE,PIZZA_SHOP,BASE,11,3468,True,True,False,28,88,4,8,1,0,14,6,12
D10|YARN_STORE+PET_CAFE+PIZZA_SHOP|HIGH,10,YARN_STORE,PET_CAFE,PIZZA_SHOP,HIGH,12,3868,True,True,False,28,88,5,8,1,0,14,6,12
D10|YARN_STORE+PET_CAFE+BRUNCH_SPOT|LOW,10,YARN_STORE,PET_CAFE,BRUNCH_SPOT,LOW,11,3528,True,True,False,24,88,2,8,1,12,14,0,12
D10|YARN_STORE+PET_CAFE+BRUNCH_SPOT|BASE,10,YARN_STORE,PET_CAFE,BRUNCH_SPOT,BASE,11,3528,True,True,False,24,88,2,8,1,12,14,0,12
D10|YARN_STORE+PET_CAFE+BRUNCH_SPOT|HIGH,10,YARN_STORE,PET_CAFE,BRUNCH_SPOT,HIGH,12,3828,True,True,False,24,88,2,8,2,12,14,0,12
D10|YARN_STORE+PET_CAFE+YARN_STORE|LOW,10,YARN_STORE,PET_CAFE,YARN_STORE,LOW,11,2158,False,False,False,7,88,2,12,1,0,14,0,12
D10|YARN_STORE+PET_CAFE+YARN_STORE|BASE,10,YARN_STORE,PET_CAFE,YARN_STORE,BASE,11,2648,False,False,False,6,88,2,13,1,0,14,0,12
D10|YARN_STORE+PET_CAFE+YARN_STORE|HIGH,10,YARN_STORE,PET_CAFE,YARN_STORE,HIGH,11,2648,False,False,True,6,88,2,13,1,0,14,0,12
D10|YARN_STORE+PET_CAFE+ICE_CREAM_SHOP|LOW,10,YARN_STORE,PET_CAFE,ICE_CREAM_SHOP,LOW,11,3918,True,True,False,23,88,3,8,1,12,14,0,12
D10|YARN_STORE+PET_CAFE+ICE_CREAM_SHOP|BASE,10,YARN_STORE,PET_CAFE,ICE_CREAM_SHOP,BASE,11,4308,True,True,False,22,88,4,8,1,12,14,0,12
D10|YARN_STORE+PET_CAFE+ICE_CREAM_SHOP|HIGH,10,YARN_STORE,PET_CAFE,ICE_CREAM_SHOP,HIGH,12,4708,True,True,False,22,88,5,8,1,12,14,0,12
D10|YARN_STORE+PET_CAFE+PET_CAFE|LOW,10,YARN_STORE,PET_CAFE,PET_CAFE,LOW,11,2508,True,True,False,30,88,2,8,1,0,20,0,12
D10|YARN_STORE+PET_CAFE+PET_CAFE|BASE,10,YARN_STORE,PET_CAFE,PET_CAFE,BASE,11,2548,True,True,False,26,88,2,8,1,0,24,0,12
D10|YARN_STORE+PET_CAFE+PET_CAFE|HIGH,10,YARN_STORE,PET_CAFE,PET_CAFE,HIGH,12,2628,True,True,False,26,88,2,8,1,0,28,0,12
D10|YARN_STORE+PET_CAFE+SMOOTHIE_SHOP|LOW,10,YARN_STORE,PET_CAFE,SMOOTHIE_SHOP,LOW,11,3918,True,True,False,23,88,3,8,1,12,14,0,12
D10|YARN_STORE+PET_CAFE+SMOOTHIE_SHOP|BASE,10,YARN_STORE,PET_CAFE,SMOOTHIE_SHOP,BASE,11,4308,True,True,False,22,88,4,8,1,12,14,0,12
D10|YARN_STORE+PET_CAFE+SMOOTHIE_SHOP|HIGH,10,YARN_STORE,PET_CAFE,SMOOTHIE_SHOP,HIGH,12,4708,True,True,False,22,88,5,8,1,12,14,0,12
D10|YARN_STORE+PET_CAFE+FARMERS_MARKET|LOW,10,YARN_STORE,PET_CAFE,FARMERS_MARKET,LOW,11,3388,True,True,False,22,88,2,8,1,10,18,0,12
D10|YARN_STORE+PET_CAFE+FARMERS_MARKET|BASE,10,YARN_STORE,PET_CAFE,FARMERS_MARKET,BASE,11,3568,True,True,False,20,88,2,8,1,12,18,0,12
D10|YARN_STORE+PET_CAFE+FARMERS_MARKET|HIGH,10,YARN_STORE,PET_CAFE,FARMERS_MARKET,HIGH,12,3768,True,True,False,20,88,2,8,1,14,18,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+BAKERY|LOW,10,YARN_STORE,SMOOTHIE_SHOP,BAKERY,LOW,11,768,False,True,False,8,88,7,8,1,24,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+BAKERY|BASE,10,YARN_STORE,SMOOTHIE_SHOP,BAKERY,BASE,11,768,False,True,False,8,88,7,8,1,24,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+BAKERY|HIGH,10,YARN_STORE,SMOOTHIE_SHOP,BAKERY,HIGH,12,1068,False,True,False,8,88,7,8,2,24,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+PIZZA_SHOP|LOW,10,YARN_STORE,SMOOTHIE_SHOP,PIZZA_SHOP,LOW,11,1398,False,True,False,1,88,8,8,1,24,0,6,12
D10|YARN_STORE+SMOOTHIE_SHOP+PIZZA_SHOP|BASE,10,YARN_STORE,SMOOTHIE_SHOP,PIZZA_SHOP,BASE,11,1788,False,True,False,0,88,9,8,1,24,0,6,12
D10|YARN_STORE+SMOOTHIE_SHOP+PIZZA_SHOP|HIGH,10,YARN_STORE,SMOOTHIE_SHOP,PIZZA_SHOP,HIGH,12,1988,False,True,False,0,88,9,8,1,26,0,6,12
D10|YARN_STORE+SMOOTHIE_SHOP+BRUNCH_SPOT|LOW,10,YARN_STORE,SMOOTHIE_SHOP,BRUNCH_SPOT,LOW,11,1488,False,True,False,0,88,7,8,1,32,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+BRUNCH_SPOT|BASE,10,YARN_STORE,SMOOTHIE_SHOP,BRUNCH_SPOT,BASE,11,1488,False,True,False,0,88,7,8,1,32,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+BRUNCH_SPOT|HIGH,10,YARN_STORE,SMOOTHIE_SHOP,BRUNCH_SPOT,HIGH,12,1788,False,True,False,0,88,7,8,2,32,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+YARN_STORE|LOW,10,YARN_STORE,SMOOTHIE_SHOP,YARN_STORE,LOW,11,2728,False,True,False,4,88,7,12,1,24,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+YARN_STORE|BASE,10,YARN_STORE,SMOOTHIE_SHOP,YARN_STORE,BASE,11,3218,False,True,False,3,88,7,13,1,24,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+YARN_STORE|HIGH,10,YARN_STORE,SMOOTHIE_SHOP,YARN_STORE,HIGH,12,3418,False,True,False,3,88,7,13,1,26,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+ICE_CREAM_SHOP|LOW,10,YARN_STORE,SMOOTHIE_SHOP,ICE_CREAM_SHOP,LOW,11,1888,False,True,False,0,88,8,8,1,32,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+ICE_CREAM_SHOP|BASE,10,YARN_STORE,SMOOTHIE_SHOP,ICE_CREAM_SHOP,BASE,11,2288,False,True,False,0,88,9,8,1,32,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+ICE_CREAM_SHOP|HIGH,10,YARN_STORE,SMOOTHIE_SHOP,ICE_CREAM_SHOP,HIGH,12,2488,False,True,False,0,88,9,8,1,34,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+PET_CAFE|LOW,10,YARN_STORE,SMOOTHIE_SHOP,PET_CAFE,LOW,11,888,False,True,False,0,88,7,8,1,24,10,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+PET_CAFE|BASE,10,YARN_STORE,SMOOTHIE_SHOP,PET_CAFE,BASE,11,968,False,True,False,0,88,7,8,1,24,14,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+PET_CAFE|HIGH,10,YARN_STORE,SMOOTHIE_SHOP,PET_CAFE,HIGH,12,1048,False,True,False,0,88,7,8,1,24,18,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+SMOOTHIE_SHOP|LOW,10,YARN_STORE,SMOOTHIE_SHOP,SMOOTHIE_SHOP,LOW,11,1888,False,True,False,0,88,8,8,1,32,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+SMOOTHIE_SHOP|BASE,10,YARN_STORE,SMOOTHIE_SHOP,SMOOTHIE_SHOP,BASE,11,2288,False,True,False,0,88,9,8,1,32,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+SMOOTHIE_SHOP|HIGH,10,YARN_STORE,SMOOTHIE_SHOP,SMOOTHIE_SHOP,HIGH,12,2488,False,True,False,0,88,9,8,1,34,0,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+FARMERS_MARKET|LOW,10,YARN_STORE,SMOOTHIE_SHOP,FARMERS_MARKET,LOW,11,1408,False,True,False,0,88,7,8,1,30,6,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+FARMERS_MARKET|BASE,10,YARN_STORE,SMOOTHIE_SHOP,FARMERS_MARKET,BASE,11,1608,False,True,False,0,88,7,8,1,32,6,0,12
D10|YARN_STORE+SMOOTHIE_SHOP+FARMERS_MARKET|HIGH,10,YARN_STORE,SMOOTHIE_SHOP,FARMERS_MARKET,HIGH,12,1808,False,True,False,0,88,7,8,1,34,6,0,12
D10|YARN_STORE+FARMERS_MARKET+BAKERY|LOW,10,YARN_STORE,FARMERS_MARKET,BAKERY,LOW,11,368,False,True,False,8,88,2,8,1,24,6,0,12
D10|YARN_STORE+FARMERS_MARKET+BAKERY|BASE,10,YARN_STORE,FARMERS_MARKET,BAKERY,BASE,11,368,False,True,False,8,88,2,8,1,24,6,0,12
D10|YARN_STORE+FARMERS_MARKET+BAKERY|HIGH,10,YARN_STORE,FARMERS_MARKET,BAKERY,HIGH,12,668,False,True,False,8,88,2,8,2,24,6,0,12
D10|YARN_STORE+FARMERS_MARKET+PIZZA_SHOP|LOW,10,YARN_STORE,FARMERS_MARKET,PIZZA_SHOP,LOW,11,998,False,True,False,1,88,3,8,1,24,6,6,12
D10|YARN_STORE+FARMERS_MARKET+PIZZA_SHOP|BASE,10,YARN_STORE,FARMERS_MARKET,PIZZA_SHOP,BASE,11,1388,False,True,False,0,88,4,8,1,24,6,6,12
D10|YARN_STORE+FARMERS_MARKET+PIZZA_SHOP|HIGH,10,YARN_STORE,FARMERS_MARKET,PIZZA_SHOP,HIGH,12,1788,False,True,False,0,88,5,8,1,24,6,6,12
D10|YARN_STORE+FARMERS_MARKET+BRUNCH_SPOT|LOW,10,YARN_STORE,FARMERS_MARKET,BRUNCH_SPOT,LOW,11,1088,False,True,False,0,88,2,8,1,32,6,0,12
D10|YARN_STORE+FARMERS_MARKET+BRUNCH_SPOT|BASE,10,YARN_STORE,FARMERS_MARKET,BRUNCH_SPOT,BASE,11,1088,False,True,False,0,88,2,8,1,32,6,0,12
D10|YARN_STORE+FARMERS_MARKET+BRUNCH_SPOT|HIGH,10,YARN_STORE,FARMERS_MARKET,BRUNCH_SPOT,HIGH,12,1388,False,True,False,0,88,2,8,2,32,6,0,12
D10|YARN_STORE+FARMERS_MARKET+YARN_STORE|LOW,10,YARN_STORE,FARMERS_MARKET,YARN_STORE,LOW,11,2328,False,True,False,4,88,2,12,1,24,6,0,12
D10|YARN_STORE+FARMERS_MARKET+YARN_STORE|BASE,10,YARN_STORE,FARMERS_MARKET,YARN_STORE,BASE,11,2818,False,True,False,3,88,2,13,1,24,6,0,12
D10|YARN_STORE+FARMERS_MARKET+YARN_STORE|HIGH,10,YARN_STORE,FARMERS_MARKET,YARN_STORE,HIGH,12,3018,False,True,False,3,88,2,13,1,26,6,0,12
D10|YARN_STORE+FARMERS_MARKET+ICE_CREAM_SHOP|LOW,10,YARN_STORE,FARMERS_MARKET,ICE_CREAM_SHOP,LOW,11,1488,False,True,False,0,88,3,8,1,32,6,0,12
D10|YARN_STORE+FARMERS_MARKET+ICE_CREAM_SHOP|BASE,10,YARN_STORE,FARMERS_MARKET,ICE_CREAM_SHOP,BASE,11,1888,False,True,False,0,88,4,8,1,32,6,0,12
D10|YARN_STORE+FARMERS_MARKET+ICE_CREAM_SHOP|HIGH,10,YARN_STORE,FARMERS_MARKET,ICE_CREAM_SHOP,HIGH,12,2288,False,True,False,0,88,5,8,1,32,6,0,12
D10|YARN_STORE+FARMERS_MARKET+PET_CAFE|LOW,10,YARN_STORE,FARMERS_MARKET,PET_CAFE,LOW,11,448,False,True,False,0,88,2,8,1,24,14,0,12
D10|YARN_STORE+FARMERS_MARKET+PET_CAFE|BASE,10,YARN_STORE,FARMERS_MARKET,PET_CAFE,BASE,11,528,False,True,False,0,88,2,8,1,24,18,0,12
D10|YARN_STORE+FARMERS_MARKET+PET_CAFE|HIGH,10,YARN_STORE,FARMERS_MARKET,PET_CAFE,HIGH,12,608,False,True,False,0,88,2,8,1,24,22,0,12
D10|YARN_STORE+FARMERS_MARKET+SMOOTHIE_SHOP|LOW,10,YARN_STORE,FARMERS_MARKET,SMOOTHIE_SHOP,LOW,11,1488,False,True,False,0,88,3,8,1,32,6,0,12
D10|YARN_STORE+FARMERS_MARKET+SMOOTHIE_SHOP|BASE,10,YARN_STORE,FARMERS_MARKET,SMOOTHIE_SHOP,BASE,11,1888,False,True,False,0,88,4,8,1,32,6,0,12
D10|YARN_STORE+FARMERS_MARKET+SMOOTHIE_SHOP|HIGH,10,YARN_STORE,FARMERS_MARKET,SMOOTHIE_SHOP,HIGH,12,2288,False,True,False,0,88,5,8,1,32,6,0,12
D10|YARN_STORE+FARMERS_MARKET+FARMERS_MARKET|LOW,10,YARN_STORE,FARMERS_MARKET,FARMERS_MARKET,LOW,11,908,False,True,False,2,88,2,8,1,30,6,0,12
D10|YARN_STORE+FARMERS_MARKET+FARMERS_MARKET|BASE,10,YARN_STORE,FARMERS_MARKET,FARMERS_MARKET,BASE,11,1088,False,True,False,0,88,2,8,1,32,6,0,12
D10|YARN_STORE+FARMERS_MARKET+FARMERS_MARKET|HIGH,10,YARN_STORE,FARMERS_MARKET,FARMERS_MARKET,HIGH,12,1288,False,True,False,0,88,2,8,1,34,6,0,12
D10|ICE_CREAM_SHOP+BAKERY+BAKERY|LOW,10,ICE_CREAM_SHOP,BAKERY,BAKERY,LOW,11,538,False,True,False,5,88,10,1,1,24,0,0,12
D10|ICE_CREAM_SHOP+BAKERY+BAKERY|BASE,10,ICE_CREAM_SHOP,BAKERY,BAKERY,BASE,11,538,False,True,False,5,88,10,1,1,24,0,0,12
D10|ICE_CREAM_SHOP+BAKERY+BAKERY|HIGH,10,ICE_CREAM_SHOP,BAKERY,BAKERY,HIGH,12,838,False,True,False,5,88,10,1,2,24,0,0,12
D10|ICE_CREAM_SHOP+BAKERY+PIZZA_SHOP|LOW,10,ICE_CREAM_SHOP,BAKERY,PIZZA_SHOP,LOW,11,788,False,True,False,0,88,10,1,1,24,0,6,12
D10|ICE_CREAM_SHOP+BAKERY+PIZZA_SHOP|BASE,10,ICE_CREAM_SHOP,BAKERY,PIZZA_SHOP,BASE,11,1188,False,True,False,0,88,11,1,1,24,0,6,12
D10|ICE_CREAM_SHOP+BAKERY+PIZZA_SHOP|HIGH,10,ICE_CREAM_SHOP,BAKERY,PIZZA_SHOP,HIGH,12,1588,False,True,False,0,88,12,1,1,24,0,6,12
D10|ICE_CREAM_SHOP+BAKERY+BRUNCH_SPOT|LOW,10,ICE_CREAM_SHOP,BAKERY,BRUNCH_SPOT,LOW,11,1288,False,True,False,0,88,10,1,1,32,0,0,12
D10|ICE_CREAM_SHOP+BAKERY+BRUNCH_SPOT|BASE,10,ICE_CREAM_SHOP,BAKERY,BRUNCH_SPOT,BASE,11,1288,False,True,False,0,88,10,1,1,32,0,0,12
D10|ICE_CREAM_SHOP+BAKERY+BRUNCH_SPOT|HIGH,10,ICE_CREAM_SHOP,BAKERY,BRUNCH_SPOT,HIGH,12,1588,False,True,False,0,88,10,1,2,32,0,0,12
